Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2474,165,330.0,439.6318697433455,10.944677982479334,19225.10238713585,27.268795472918352,8.265144672026201,0.551232364949201,330,410,470,520,650,770,970,1200,18000,19000,19000
,Aggregated,2474,165,330.0,439.6318697433455,10.944677982479334,19225.10238713585,27.268795472918352,8.265144672026201,0.551232364949201,330,410,470,520,650,770,970,1200,18000,19000,19000
