time,SpringTestApp_3Tier_-_Cores_per_replica
2024-04-04 12:14:00-02:00,2
2024-04-04 12:15:00-02:00,2
2024-04-04 12:16:00-02:00,2
2024-04-04 12:17:00-02:00,2
2024-04-04 12:18:00-02:00,2
2024-04-04 12:19:00-02:00,2
2024-04-04 12:20:00-02:00,2
2024-04-04 12:21:00-02:00,2
2024-04-04 12:22:00-02:00,2
