time,SpringTestApp_3Tier_-_RPS
2024-04-05 11:45:00-02:00,0.0319866935354892
2024-04-05 11:46:00-02:00,0.0319866935354892
2024-04-05 11:47:00-02:00,0.0319866935354892
2024-04-05 11:48:00-02:00,0.0319866935354892
2024-04-05 11:49:00-02:00,0.0319866935354892
2024-04-05 11:50:00-02:00,10.105269187859262
2024-04-05 11:51:00-02:00,12.763351023949978
2024-04-05 11:52:00-02:00,12.835965826570291
2024-04-05 11:53:00-02:00,13.075131790351447
2024-04-05 11:54:00-02:00,12.914792394150252
2024-04-05 11:55:00-02:00,13.88888888888889
