time,SpringTestApp_3Tier_-_Cores_per_replica
2024-04-05 12:09:00-02:00,2
2024-04-05 12:10:00-02:00,2
2024-04-05 12:11:00-02:00,2
2024-04-05 12:12:00-02:00,2
2024-04-05 12:13:00-02:00,2
2024-04-05 12:14:00-02:00,2
2024-04-05 12:15:00-02:00,2
2024-04-05 12:16:00-02:00,2
2024-04-05 12:17:00-02:00,2
