time,SpringTestApp_3Tier_-_Cores_per_replica
2024-04-04 12:28:00-02:00,2
2024-04-04 12:29:00-02:00,2
2024-04-04 12:30:00-02:00,2
2024-04-04 12:31:00-02:00,2
2024-04-04 12:32:00-02:00,2
2024-04-04 12:33:00-02:00,2
2024-04-04 12:34:00-02:00,2
2024-04-04 12:35:00-02:00,2
2024-04-04 12:36:00-02:00,2
