Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,861,51,320.0,344.55151871683967,22.086657816544175,1142.9857320617884,26.679442508710803,2.879353054459958,0.17055401367881284,320,400,440,480,590,700,820,880,1100,1100,1100
,Aggregated,861,51,320.0,344.55151871683967,22.086657816544175,1142.9857320617884,26.679442508710803,2.879353054459958,0.17055401367881284,320,400,440,480,590,700,820,880,1100,1100,1100
