Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4146,294,440.0,526.3392022040726,6.44888891838491,3260.430509923026,27.602026049204053,13.850219391165469,0.9821429090696209,440,570,670,750,990,1200,1600,1800,2500,3300,3300
,Aggregated,4146,294,440.0,526.3392022040726,6.44888891838491,3260.430509923026,27.602026049204053,13.850219391165469,0.9821429090696209,440,570,670,750,990,1200,1600,1800,2500,3300,3300
