time,SpringTestApp_3Tier_-_Response_Time
2024-04-05 12:09:00-02:00,563.668172237278
2024-04-05 12:10:00-02:00,563.668172237278
2024-04-05 12:11:00-02:00,484.57960344562673
2024-04-05 12:12:00-02:00,523.3510313240664
2024-04-05 12:13:00-02:00,593.351115777233
2024-04-05 12:14:00-02:00,621.4432205027679
2024-04-05 12:15:00-02:00,594.6069068847631
2024-04-05 12:16:00-02:00,636.4878048780488
