time,SpringTestApp_3Tier_-_Cores_per_replica
2024-04-04 12:42:00-02:00,2
2024-04-04 12:43:00-02:00,2
2024-04-04 12:44:00-02:00,2
2024-04-04 12:45:00-02:00,2
2024-04-04 12:46:00-02:00,2
2024-04-04 12:47:00-02:00,2
2024-04-04 12:48:00-02:00,2
2024-04-04 12:49:00-02:00,2
2024-04-04 12:50:00-02:00,2
