Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3715,275,410.0,575.7206936892056,12.259003007784486,12707.42116495967,27.84791386271871,12.41021283117175,0.9186564006923906,410,530,630,700,940,1300,2000,4600,11000,13000,13000
,Aggregated,3715,275,410.0,575.7206936892056,12.259003007784486,12707.42116495967,27.84791386271871,12.41021283117175,0.9186564006923906,410,530,630,700,940,1300,2000,4600,11000,13000,13000
