time,SpringTestApp_3Tier_-_Cores_per_replica
2024-04-04 12:49:00-02:00,2
2024-04-04 12:50:00-02:00,2
2024-04-04 12:51:00-02:00,2
2024-04-04 12:52:00-02:00,2
2024-04-04 12:53:00-02:00,2
2024-04-04 12:54:00-02:00,2
2024-04-04 12:55:00-02:00,2
2024-04-04 12:56:00-02:00,2
2024-04-04 12:57:00-02:00,2
