Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4286,359,490.0,595.4713293449993,9.19965305365622,3864.1060232184827,28.617125524965,14.318335306665775,1.1993192662372871,490,650,770,860,1100,1400,1800,2100,3000,3900,3900
,Aggregated,4286,359,490.0,595.4713293449993,9.19965305365622,3864.1060232184827,28.617125524965,14.318335306665775,1.1993192662372871,490,650,770,860,1100,1400,1800,2100,3000,3900,3900
