Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1712311807,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1712311808,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1712311809,2,,Aggregated,0.000000,0.000000,270,270,1100,1100,1100,1100,1100,1100,1100,1100,1100,3,0,270.0,497.7187307085842,167.18113305978477,1054.5469040516764,22.0
1712311810,3,,Aggregated,0.000000,0.000000,320,320,590,590,1100,1100,1100,1100,1100,1100,1100,6,0,270.0,437.87823252690333,167.18113305978477,1054.5469040516764,22.0
1712311811,4,,Aggregated,1.000000,0.000000,320,590,740,740,1100,1100,1100,1100,1100,1100,1100,8,0,270.0,439.0244359092321,143.38930998928845,1054.5469040516764,22.0
1712311812,5,,Aggregated,1.666667,0.000000,270,320,590,740,880,1100,1100,1100,1100,1100,1100,13,0,270.0,387.239613588183,47.36849619075656,1054.5469040516764,22.0
1712311813,6,,Aggregated,1.666667,0.000000,270,320,590,740,880,1100,1100,1100,1100,1100,1100,14,0,240.0,376.6581167666508,47.36849619075656,1054.5469040516764,22.0
1712311814,7,,Aggregated,2.000000,0.000000,270,350,600,740,990,1100,1100,1100,1100,1100,1100,20,1,260.0,392.4258337006904,47.36849619075656,1054.5469040516764,25.95
1712311815,8,,Aggregated,2.333333,0.000000,260,350,370,590,880,990,1100,1100,1100,1100,1100,29,1,260.0,351.834886426363,47.36849619075656,1054.5469040516764,24.724137931034484
1712311816,9,,Aggregated,2.571429,0.000000,270,350,500,590,740,990,1100,1100,1100,1100,1100,33,1,270.0,358.0328060991385,47.36849619075656,1054.5469040516764,24.393939393939394
1712311817,10,,Aggregated,3.250000,0.125000,300,350,500,590,760,880,1100,1100,1100,1100,1100,42,1,280.0,369.2772480481792,47.36849619075656,1054.5469040516764,23.88095238095238
1712311818,11,,Aggregated,3.555556,0.111111,300,350,480,500,740,880,990,1100,1100,1100,1100,52,1,280.0,348.46011140885264,47.36849619075656,1054.5469040516764,23.51923076923077
1712311819,12,,Aggregated,3.600000,0.100000,300,370,470,500,740,880,990,1100,1100,1100,1100,57,1,300.0,351.0508048266434,47.36849619075656,1054.5469040516764,23.385964912280702
1712311820,13,,Aggregated,4.900000,0.100000,310,430,490,500,630,780,990,1100,1100,1100,1100,66,4,300.0,354.8481481213292,47.36849619075656,1054.5469040516764,26.78787878787879
1712311821,14,,Aggregated,5.300000,0.100000,330,470,500,500,710,780,990,1100,1100,1100,1100,76,4,320.0,365.8020425814596,47.36849619075656,1054.5469040516764,26.157894736842106
1712311822,15,,Aggregated,5.700000,0.400000,320,440,490,500,710,770,990,1100,1100,1100,1100,90,4,310.0,362.4969687649152,47.36849619075656,1054.5469040516764,25.511111111111113
1712311823,16,,Aggregated,6.300000,0.400000,310,430,490,500,630,760,880,990,1100,1100,1100,104,4,310.0,358.89977944092465,47.36849619075656,1054.5469040516764,25.03846153846154
1712311824,17,,Aggregated,7.200000,0.400000,330,450,500,520,630,760,880,990,1100,1100,1100,113,4,330.0,368.4630831744753,47.36849619075656,1054.5469040516764,24.79646017699115
1712311825,18,,Aggregated,8.100000,0.400000,350,480,500,570,660,780,1100,1500,1500,1500,1500,124,6,350.0,396.8004630615694,47.36849619075656,1507.7133290469646,25.822580645161292
1712311826,19,,Aggregated,9.000000,0.400000,330,450,500,550,710,850,1100,1500,1500,1500,1500,136,7,330.0,389.707917077056,47.36849619075656,1507.7133290469646,26.066176470588236
1712311827,20,,Aggregated,9.400000,0.300000,330,470,500,570,710,850,1000,1500,1500,1500,1500,151,7,330.0,391.7694956585395,47.36849619075656,1507.7133290469646,25.662251655629138
1712311828,21,,Aggregated,10.100000,0.600000,350,470,520,570,740,840,1000,1500,1500,1500,1500,168,7,350.0,398.31956444929045,47.36849619075656,1507.7133290469646,25.291666666666668
1712311829,22,,Aggregated,10.900000,0.600000,350,480,500,570,740,850,1000,1500,1500,1500,1500,181,7,350.0,399.05594724091543,47.36849619075656,1507.7133290469646,25.055248618784532
1712311830,23,,Aggregated,11.100000,0.600000,360,470,500,570,730,850,1000,1500,1500,1500,1500,196,7,350.0,399.96363117468866,47.36849619075656,1507.7133290469646,24.821428571428573
1712311831,24,,Aggregated,12.000000,0.600000,360,480,520,590,740,840,990,1100,1500,1500,1500,215,13,360.0,404.57144963641673,47.36849619075656,1507.7133290469646,26.77674418604651
1712311832,24,,Aggregated,12.800000,0.300000,370,480,520,600,770,850,1300,1500,1700,1700,1700,227,14,370.0,418.89076971444854,47.36849619075656,1738.021413097158,26.87224669603524
1712311833,24,,Aggregated,13.600000,0.800000,370,480,520,600,780,880,1300,1500,1900,1900,1900,243,14,370.0,422.37567430871843,47.36849619075656,1944.7051100432873,26.551440329218106
1712311834,24,,Aggregated,13.900000,1.000000,380,490,550,620,810,940,1300,1500,1900,1900,1900,254,14,370.0,428.785957778276,47.36849619075656,1944.7051100432873,26.35433070866142
1712311835,24,,Aggregated,14.300000,1.000000,390,490,570,630,820,980,1500,1500,1900,1900,1900,267,14,390.0,442.0056821192416,47.36849619075656,1944.7051100432873,26.142322097378276
1712311836,24,,Aggregated,13.800000,1.000000,390,500,600,680,850,1100,1500,1600,1900,1900,1900,283,15,390.0,463.5368273042261,47.36849619075656,1944.7051100432873,26.187279151943464
1712311837,24,,Aggregated,14.000000,1.000000,400,510,620,710,870,1200,1500,1600,1900,1900,1900,296,19,400.0,477.2776657868038,47.36849619075656,1944.7051100432873,27.070945945945947
1712311838,24,,Aggregated,14.400000,0.700000,400,520,630,710,880,1200,1500,1600,1900,1900,1900,316,21,400.0,485.75328502367853,47.36849619075656,1944.7051100432873,27.25
1712311839,24,,Aggregated,14.200000,0.900000,400,520,630,720,880,1200,1500,1600,1900,1900,1900,329,21,400.0,485.2278297767043,47.36849619075656,1944.7051100432873,27.04255319148936
1712311840,24,,Aggregated,14.700000,1.400000,410,520,640,720,880,1200,1500,1600,1900,1900,1900,346,21,400.0,489.3545060717323,47.36849619075656,1944.7051100432873,26.794797687861273
1712311841,24,,Aggregated,14.800000,1.400000,410,520,650,740,960,1200,1500,1600,1900,1900,1900,355,21,410.0,494.9032909177821,47.36849619075656,1944.7051100432873,26.673239436619717
1712311842,24,,Aggregated,14.600000,1.400000,430,550,680,750,1000,1300,1500,1800,2500,2500,2500,373,27,430.0,523.733523649965,47.36849619075656,2478.392258984968,27.718498659517426
1712311843,24,,Aggregated,14.600000,0.900000,440,550,680,750,1000,1300,1500,1800,2500,2500,2500,383,27,440.0,523.9490864065284,47.36849619075656,2478.392258984968,27.569190600522195
1712311844,24,,Aggregated,13.900000,0.800000,430,540,680,750,1000,1300,1500,1800,2500,2500,2500,398,27,420.0,520.1593688332322,47.36849619075656,2478.392258984968,27.35929648241206
1712311845,24,,Aggregated,14.300000,1.300000,440,560,680,740,1000,1300,1500,1800,2500,2500,2500,416,27,440.0,522.4046902098612,47.36849619075656,2478.392258984968,27.127403846153847
1712311846,24,,Aggregated,14.400000,1.300000,440,570,710,750,1000,1300,1500,1800,2500,2500,2500,429,27,440.0,524.4881047721788,47.36849619075656,2478.392258984968,26.972027972027973
1712311847,24,,Aggregated,14.600000,1.300000,440,570,710,760,1000,1300,1500,1800,2500,2500,2500,440,28,440.0,529.0471758831038,47.36849619075656,2478.392258984968,27.027272727272727
1712311848,24,,Aggregated,14.600000,1.300000,440,570,710,770,1100,1300,1500,1800,2500,2500,2500,458,34,440.0,535.0461903182733,47.36849619075656,2478.392258984968,27.8646288209607
1712311849,24,,Aggregated,14.700000,1.100000,440,570,710,770,1000,1300,1500,1800,2500,2500,2500,473,35,440.0,532.026772318904,47.36849619075656,2478.392258984968,27.84566596194503
1712311850,24,,Aggregated,14.200000,1.100000,440,570,710,760,1000,1300,1500,1800,2500,2500,2500,489,35,440.0,530.1824326470784,47.36849619075656,2478.392258984968,27.65439672801636
