time,SpringTestApp_3Tier_-_Cores_per_replica
2024-04-05 11:48:00-02:00,2
2024-04-05 11:49:00-02:00,2
2024-04-05 11:50:00-02:00,2
2024-04-05 11:51:00-02:00,2
2024-04-05 11:52:00-02:00,2
2024-04-05 11:53:00-02:00,2
2024-04-05 11:54:00-02:00,2
2024-04-05 11:55:00-02:00,2
2024-04-05 11:56:00-02:00,2
