Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2210,134,320.0,354.14778239734267,20.811405032873154,1678.8167608901858,26.79004524886878,7.386534005044512,0.4478712926135586,320,400,460,510,630,740,850,940,1300,1700,1700
,Aggregated,2210,134,320.0,354.14778239734267,20.811405032873154,1678.8167608901858,26.79004524886878,7.386534005044512,0.4478712926135586,320,400,460,510,630,740,850,940,1300,1700,1700
