time,SpringTestApp_3Tier_-_Cores_per_replica
2024-04-04 12:35:00-02:00,2
2024-04-04 12:36:00-02:00,2
2024-04-04 12:37:00-02:00,2
2024-04-04 12:38:00-02:00,2
2024-04-04 12:39:00-02:00,2
2024-04-04 12:40:00-02:00,2
2024-04-04 12:41:00-02:00,2
2024-04-04 12:42:00-02:00,2
2024-04-04 12:43:00-02:00,2
