time,SpringTestApp_3Tier_-_Cores_per_replica
2024-04-05 11:55:00-02:00,2
2024-04-05 11:56:00-02:00,2
2024-04-05 11:57:00-02:00,2
2024-04-05 11:58:00-02:00,2
2024-04-05 11:59:00-02:00,2
2024-04-05 12:00:00-02:00,2
2024-04-05 12:01:00-02:00,2
2024-04-05 12:02:00-02:00,2
2024-04-05 12:03:00-02:00,2
