Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3203,206,360.0,409.38425297113827,9.917524876073003,2407.0521879475564,27.080861692163598,10.70455578125921,0.688460346843396,360,460,530,590,730,890,1100,1200,1700,2400,2400
,Aggregated,3203,206,360.0,409.38425297113827,9.917524876073003,2407.0521879475564,27.080861692163598,10.70455578125921,0.688460346843396,360,460,530,590,730,890,1100,1200,1700,2400,2400
